Tenure,Active_Member,Products_Number,Balance,Complain
3,1,1,98903.06,0
7,0,1,104158.84,0
6,1,2,0.0,0
3,1,2,139529.93,1
6,1,2,0.0,0
5,0,1,64646.7,1
3,1,2,0.0,1
6,1,2,0.0,0
1,0,1,118894.22,0
2,1,1,0.0,0
9,1,2,0.0,0
8,1,1,68213.99,0
1,0,2,0.0,0
8,1,1,139196.0,0
7,1,2,0.0,0
4,1,1,126345.55,1
5,1,2,0.0,0
2,0,1,0.0,1
3,0,2,0.0,0
4,1,2,0.0,0
5,0,1,129278.43,0
3,0,1,119558.35,0
5,0,1,92467.58,0
5,0,2,0.0,0
6,0,2,0.0,0
10,0,2,0.0,0
4,0,1,99340.83,1
3,1,2,0.0,0
4,0,2,126833.79,1
5,1,1,109676.52,0
3,1,1,0.0,0
6,1,2,134729.99,0
3,0,1,98431.37,0
8,0,2,130368.31,0
7,0,1,123974.96,0
4,1,1,138082.16,0
1,0,1,129855.32,0
6,0,1,132308.22,0
5,0,2,155447.65,1
2,1,2,124268.64,0
9,0,1,176311.36,0
2,1,2,99886.42,0
7,1,2,0.0,0
2,1,2,0.0,0
5,1,1,85089.3,0
10,1,2,134318.21,0
5,1,2,75395.53,0
5,0,1,116765.7,1
4,1,1,0.0,0
7,1,1,111501.66,0
7,0,2,76595.08,0
9,0,2,160541.36,0
2,0,1,129728.6,0
1,0,2,0.0,0
5,1,4,130929.02,1
2,1,1,116800.25,0
0,1,1,101016.53,1
5,1,2,0.0,0
8,1,1,190566.65,0
6,0,1,0.0,1
6,1,1,97067.69,1
4,1,1,92208.54,1
2,0,2,186347.97,0
2,1,1,103176.62,0
4,1,1,0.0,1
4,1,2,77270.08,1
3,1,1,111911.63,1
5,1,1,94216.05,0
7,1,2,0.0,0
3,0,2,0.0,0
6,0,1,106770.82,0
5,1,2,138089.97,0
9,1,2,133191.19,0
9,1,2,0.0,0
7,1,1,74135.85,1
6,0,2,99208.46,0
8,1,1,92242.34,0
7,1,1,108380.72,0
4,0,1,91893.32,1
7,1,1,85757.93,0
3,0,2,0.0,0
8,1,1,96759.42,0
6,1,2,0.0,0
6,1,2,0.0,0
5,0,1,0.0,0
4,1,2,0.0,0
2,0,2,132150.26,0
9,1,2,0.0,0
6,0,1,175443.75,1
3,1,1,78990.15,0
4,0,1,113743.37,0
5,1,1,157624.84,0
7,1,2,125163.62,0
2,0,1,0.0,0
9,1,1,0.0,0
7,0,1,80922.75,0
3,0,2,193354.86,0
9,1,2,107648.94,0
7,0,1,131769.04,1
1,0,2,138992.48,0
8,0,1,113899.92,0
6,1,1,114450.32,0
3,0,2,0.0,0
2,1,2,0.0,0
6,0,1,63609.92,1
9,0,2,0.0,0
10,0,1,75497.51,0
2,0,2,0.0,0
10,1,2,0.0,0
1,1,2,0.0,0
0,0,1,117704.73,0
1,1,2,130463.55,0
8,1,1,46161.18,0
5,0,2,0.0,0
4,1,2,110182.54,0
10,0,2,0.0,0
9,0,1,117221.15,0
4,0,2,0.0,0
9,0,1,79120.27,1
1,1,2,177069.24,0
3,0,1,61636.97,0
5,0,1,0.0,0
6,0,1,104414.03,0
4,1,1,159732.02,0
4,1,1,89437.03,0
8,1,1,0.0,0
3,0,1,0.0,0
3,1,2,0.0,0
7,1,1,142400.77,0
2,1,1,88011.4,1
2,1,2,0.0,0
8,1,1,154870.28,0
4,0,2,0.0,1
5,1,2,0.0,0
1,0,2,118402.25,0
9,1,2,87374.88,0
8,0,1,105397.8,1
5,0,1,125341.69,0
10,1,1,129164.88,0
3,0,1,141004.46,0
0,0,2,0.0,0
3,1,1,89079.41,1
9,0,2,103604.31,0
1,1,1,182705.05,0
8,1,2,0.0,0
6,0,1,94598.48,1
8,0,2,188241.05,1
9,0,2,0.0,0
10,1,2,0.0,0
5,0,2,117469.91,0
4,0,1,80790.74,0
1,1,1,107735.93,0
8,0,1,133379.41,1
7,0,1,168066.87,0
2,0,2,69014.49,0
4,0,1,0.0,0
1,1,2,98548.62,0
1,1,2,0.0,0
3,1,1,76554.06,0
2,1,2,0.0,0
3,1,1,107375.82,0
9,1,2,122417.17,0
0,1,1,0.0,1
6,0,1,97188.62,0
4,1,2,61297.05,0
1,0,1,112666.67,1
7,1,1,0.0,0
3,0,1,157842.07,0
7,0,1,91443.75,0
0,0,1,110148.49,1
9,1,2,53299.96,0
3,1,2,0.0,0
6,1,2,0.0,0
2,1,2,70233.74,0
3,0,1,0.0,1
10,0,1,75212.28,0
7,1,1,41299.03,0
3,0,1,83286.56,0
10,0,2,0.0,0
6,0,1,0.0,1
6,0,1,85668.59,0
7,1,1,57327.04,0
3,0,2,0.0,0
7,1,1,69609.85,0
4,0,1,129269.27,0
1,1,2,0.0,0
1,0,2,165350.61,1
7,1,2,152105.57,0
10,1,2,0.0,0
5,0,1,106290.64,0
10,0,2,100548.67,0
2,0,1,106344.95,1
5,0,1,137482.19,0
3,1,1,116465.53,0
1,1,1,0.0,0
10,1,2,0.0,0
9,1,1,127637.92,0
3,1,2,0.0,0
1,1,1,0.0,0
2,0,2,81951.74,0
5,1,1,147531.82,0
3,1,2,0.0,0
10,0,1,135120.72,0
2,0,1,0.0,0
8,1,2,0.0,0
7,1,2,0.0,0
1,0,2,0.0,0
5,0,2,0.0,0
5,0,1,28082.95,1
10,0,2,0.0,1
4,1,1,111087.5,0
9,1,2,0.0,0
6,0,1,127120.07,0
7,1,2,115651.6,0
4,0,2,77743.01,0
9,0,2,0.0,0
7,1,1,71996.09,0
5,1,1,61581.97,0
5,0,2,0.0,0
5,0,3,0.0,1
8,0,1,87873.39,1
0,1,2,105617.73,1
5,1,1,0.0,1
4,1,2,148770.61,0
5,1,1,94901.09,0
7,1,1,174851.9,0
7,1,2,0.0,0
2,0,1,120847.11,1
6,0,1,0.0,0
5,0,1,0.0,0
4,1,1,103267.8,0
4,1,1,109699.08,0
8,1,1,135133.39,1
1,0,1,0.0,0
8,0,1,137649.47,0
6,0,1,113567.94,0
6,0,2,0.0,1
5,1,2,141547.26,0
5,0,3,62055.17,1
4,0,1,131156.76,0
6,0,1,134837.58,0
3,0,2,0.0,0
4,0,1,104784.23,1
1,1,2,0.0,0
1,1,1,156948.41,1
6,0,1,147751.75,1
1,1,2,124619.33,0
4,0,1,124182.21,0
7,0,1,142028.36,1
8,0,1,0.0,1
10,0,2,125837.86,0
9,1,1,117160.32,1
8,1,2,0.0,0
5,0,1,97565.74,1
5,1,2,0.0,0
3,0,1,104833.79,0
2,0,2,101675.22,0
3,1,2,0.0,0
8,0,1,0.0,1
2,0,1,174701.05,1
6,0,2,71142.77,0
3,1,2,108805.42,0
4,1,2,0.0,0
4,1,1,0.0,0
9,1,1,116037.76,0
8,1,2,0.0,0
2,0,2,80673.96,0
1,0,1,124640.51,1
9,0,2,182275.23,0
5,0,1,98635.77,0
5,0,2,0.0,0
4,0,1,0.0,0
8,0,1,79757.21,1
8,1,1,53053.76,0
7,1,2,120911.75,0
4,0,1,115285.85,0
2,0,2,0.0,0
3,0,1,221532.8,0
4,0,1,105056.13,0
3,1,1,88363.03,0
2,0,2,123757.52,0
5,1,1,123959.97,1
10,1,1,114822.64,0
9,0,1,145219.3,0
5,1,1,106807.64,0
0,0,1,148159.71,0
1,0,1,99745.95,0
8,0,1,156282.79,0
7,0,2,0.0,0
6,1,2,0.0,1
6,0,1,0.0,1
2,1,1,0.0,0
7,0,2,121376.15,1
4,0,1,111582.11,0
10,0,1,129417.82,0
1,1,2,0.0,0
5,1,2,0.0,0
7,0,1,0.0,0
6,0,1,94607.08,0
1,0,1,131368.3,1
8,1,2,166883.07,0
3,0,2,0.0,0
6,1,2,172812.72,0
0,1,2,126606.63,0
9,0,3,134950.19,1
6,0,1,96956.1,1
4,0,1,107601.79,1
8,0,1,92060.06,1
0,0,2,0.0,0
4,1,2,0.0,0
9,1,1,137688.71,0
8,1,2,85845.43,0
6,0,1,125552.96,0
1,1,1,167298.42,0
4,1,2,55732.92,0
6,1,1,110689.07,1
7,1,1,98544.11,0
8,0,1,178317.6,0
8,0,2,115713.84,0
9,0,2,143267.14,0
5,0,1,89750.21,0
3,0,1,116576.45,0
8,0,2,143001.5,0
7,0,1,157761.56,0
5,1,2,0.0,0
4,1,2,103430.11,0
0,0,1,0.0,1
5,0,2,0.0,0
8,0,1,115115.38,1
0,1,2,122501.28,0
3,1,1,0.0,0
6,1,2,0.0,0
3,0,1,146758.24,0
3,1,2,0.0,0
3,1,1,0.0,1
9,0,1,110738.89,1
2,1,1,94203.8,0
8,1,1,105792.49,1
4,1,1,153198.23,0
3,0,2,0.0,0
10,1,1,61811.23,0
8,0,1,101116.06,0
0,1,1,74458.25,0
8,0,2,142871.27,0
6,1,2,98585.94,0
6,1,1,0.0,1
7,1,2,0.0,0
3,0,1,80764.03,1
9,1,1,144801.97,1
2,0,2,0.0,0
7,1,2,110053.62,0
5,1,1,118890.81,0
5,0,1,0.0,1
0,1,1,151218.98,0
9,1,1,150507.21,0
9,1,2,0.0,0
4,0,2,131023.76,0
2,0,1,122314.5,1
2,1,2,0.0,0
4,1,2,0.0,0
6,1,2,111739.4,0
6,1,1,113882.31,0
7,0,1,98148.61,0
9,0,2,0.0,0
1,1,1,59271.82,0
2,1,2,0.0,0
2,1,2,0.0,0
10,1,1,69413.44,0
7,1,2,160599.06,0
3,1,1,0.0,0
2,0,1,147803.48,1
8,1,2,0.0,0
9,0,2,170228.59,1
2,1,1,133111.73,0
5,0,2,0.0,0
2,0,2,176139.5,0
2,1,2,0.0,0
1,1,1,110245.13,0
5,0,2,0.0,0
6,1,1,158719.57,0
5,1,1,160979.68,0
4,1,2,123557.65,0
4,1,1,0.0,1
4,0,1,0.0,1
10,1,1,112896.86,0
7,0,1,120962.13,0
10,0,1,96048.55,0
3,1,2,0.0,0
10,1,2,185063.7,0
6,1,2,118064.93,0
2,1,2,0.0,0
8,1,1,0.0,0
5,1,3,149131.03,1
7,0,2,0.0,0
3,1,1,0.0,0
6,0,2,125512.98,0
3,0,2,83492.07,0
7,0,1,0.0,0
10,0,1,0.0,1
1,1,1,125739.26,0
8,1,1,98592.88,1
1,0,1,141789.15,0
0,0,1,112949.71,0
3,0,1,105057.33,0
0,1,1,89087.89,1
2,0,1,147435.96,0
0,0,1,154439.86,0
8,1,2,73054.37,0
1,0,1,124678.35,1
8,0,2,152576.25,0
9,1,1,152243.57,0
4,0,1,0.0,0
2,1,2,88120.97,0
9,1,1,143930.92,1
1,0,2,0.0,0
7,0,3,137059.05,1
7,1,1,186558.55,1
5,1,2,115654.47,0
2,0,2,0.0,0
3,0,1,126152.84,0
7,1,1,105701.91,1
6,1,1,0.0,1
9,1,1,157094.78,0
2,1,2,113228.38,0
10,1,1,0.0,0
8,1,2,108432.88,0
8,1,1,0.0,0
2,1,2,120702.67,0
1,0,1,0.0,0
7,1,2,0.0,0
9,0,1,139106.19,1
6,0,2,101851.8,0
6,0,1,130935.56,1
3,1,1,116509.99,1
1,1,2,93124.04,0
5,0,1,111578.18,1
9,1,2,0.0,0
10,1,1,86546.29,0
8,1,1,0.0,0
2,0,2,129669.32,0
2,0,2,0.0,0
2,1,1,164557.95,0
6,1,2,0.0,0
8,1,1,118989.92,0
1,0,1,0.0,0
5,1,2,0.0,0
6,0,1,79259.75,0
4,0,1,112230.38,1
9,1,1,118129.87,0
7,0,1,86824.09,0
10,1,1,128306.7,0
2,0,2,117641.43,0
3,0,2,125734.2,1
8,1,1,103302.37,0
8,0,1,0.0,0
4,0,2,82696.09,0
4,0,1,145471.37,0
2,0,1,101506.66,0
5,0,2,156265.31,0
1,1,1,128554.98,0
8,1,2,139959.55,0
7,1,1,132944.53,0
3,1,3,0.0,0
1,0,1,0.0,1
5,1,2,93547.23,0
2,0,1,152302.72,0
2,1,1,147674.26,0
3,1,1,148021.12,0
0,0,2,0.0,0
5,0,2,142360.62,1
2,0,1,151027.56,0
2,0,1,138843.7,1
8,1,1,109958.15,1
9,0,1,138857.59,0
3,1,2,105426.5,0
9,0,2,149155.53,1
4,1,1,135096.05,1
2,0,2,170890.05,0
4,1,1,89122.3,0
0,1,1,78126.28,1
3,0,1,123894.43,0
7,1,2,0.0,0
5,0,1,106913.43,1
4,0,1,127845.83,0
8,1,2,0.0,0
7,0,1,106397.75,0
3,1,1,0.0,1
0,0,2,0.0,0
5,0,1,166492.48,0
2,1,2,0.0,0
6,0,1,114493.68,0
9,1,2,126104.98,0
4,0,1,124425.99,1
1,0,2,0.0,0
0,0,1,0.0,0
10,0,2,0.0,0
3,1,1,101140.76,0
0,1,1,150844.94,0
1,1,1,115024.5,0
6,0,1,131286.46,0
9,0,2,0.0,0
7,1,1,141267.67,0
5,1,1,137761.55,0
7,0,2,0.0,0
0,0,1,98064.97,0
9,1,2,114519.57,0
6,0,1,101012.77,1
10,1,1,0.0,0
3,0,1,82291.1,1
9,0,1,84719.98,0
5,1,2,0.0,0
0,0,1,104386.53,0
8,0,1,128131.73,0
2,0,1,122806.95,0
8,0,1,0.0,0
4,1,1,112510.89,0
3,0,1,117056.46,1
7,1,1,131778.66,0
1,0,1,70784.27,0
10,1,2,0.0,0
5,0,2,0.0,0
1,0,2,0.0,0
6,1,2,140752.06,0
6,0,2,92126.26,0
7,1,2,93148.74,0
5,1,3,110132.55,1
6,0,2,0.0,0
4,1,1,122227.71,1
2,1,2,121647.54,1
1,1,1,110597.76,1
2,1,4,120731.39,1
8,1,2,0.0,0
1,1,3,0.0,1
6,0,1,153722.47,0
8,0,1,114088.32,0
7,1,2,0.0,0
6,0,2,0.0,0
4,0,1,152532.3,0
1,0,2,0.0,0
3,0,1,143292.95,0
1,1,1,149144.61,0
9,1,1,127157.04,0
9,1,2,84673.17,0
9,0,2,135962.4,0
3,1,2,151691.44,0
0,0,1,88335.05,0
7,1,1,139859.23,0
9,1,1,43134.65,0
5,0,1,99580.13,0
6,1,1,110717.38,0
3,0,2,0.0,1
3,0,2,0.0,0
3,0,1,0.0,0
5,0,2,108197.11,0
6,1,2,0.0,0
6,1,1,104450.86,0
2,0,2,0.0,0
4,1,1,0.0,0
7,0,2,0.0,0
8,1,2,0.0,0
7,1,1,116099.82,0
6,0,1,111169.91,0
4,1,2,0.0,0
5,1,1,123616.43,0
9,1,1,155619.58,0
2,1,2,89558.39,0
4,1,1,0.0,1
6,1,2,131938.92,0
9,0,2,151772.63,1
8,1,2,0.0,0
3,1,1,0.0,0
6,1,2,0.0,0
1,1,1,97700.02,0
6,1,2,0.0,0
6,0,2,103244.86,1
8,1,2,147833.3,0
5,0,2,0.0,0
0,1,2,0.0,0
2,0,2,0.0,0
9,1,2,84521.48,0
5,0,1,91938.31,0
6,1,1,124240.93,0
5,0,2,0.0,0
2,0,1,157084.99,0
3,1,2,108244.82,0
9,1,2,0.0,0
5,0,2,82161.7,0
2,0,1,104568.41,1
2,0,1,119912.46,0
9,1,2,68881.59,0
2,1,2,0.0,0
1,1,1,86376.29,1
9,0,2,150840.03,0
8,1,2,155059.1,0
4,0,2,0.0,0
8,1,2,78128.13,0
4,1,2,98899.76,0
1,1,1,0.0,0
6,1,1,160982.89,0
3,0,2,87926.24,1
4,1,1,0.0,0
2,0,2,79385.21,0
5,0,1,127997.83,1
2,1,1,168396.34,0
2,1,1,134896.03,0
6,1,3,0.0,0
6,1,2,94238.75,1
1,0,2,0.0,0
7,0,2,0.0,0
3,0,1,212696.32,0
3,0,2,0.0,1
3,0,2,139153.68,0
7,0,2,0.0,0
0,0,2,0.0,0
5,0,2,0.0,0
6,1,1,92887.13,0
1,1,2,0.0,0
5,1,1,83442.98,0
6,0,2,144773.29,0
9,1,1,111973.97,1
8,1,1,178032.53,0
5,1,1,140007.19,0
5,0,2,98400.61,0
1,0,2,0.0,0
3,0,2,108924.33,1
4,0,1,132835.56,0
1,1,2,0.0,0
1,0,1,118334.44,1
9,0,2,81732.88,0
5,0,1,121411.9,1
9,0,1,121455.65,1
5,1,2,0.0,0
5,1,2,0.0,0
8,1,1,117989.76,0
10,1,2,0.0,0
5,1,1,137411.29,0
10,1,1,73688.2,0
9,1,2,122330.7,0
5,0,1,99906.89,0
5,1,2,0.0,0
9,0,1,167664.83,1
7,0,1,141525.55,0
3,0,1,124832.51,0
9,1,1,132121.71,0
2,0,2,0.0,0
0,1,1,78539.84,0
5,0,1,123770.46,1
5,1,2,0.0,0
7,1,3,116150.65,1
0,1,1,160729.1,0
10,0,1,88378.6,0
2,0,1,182888.08,0
8,1,2,0.0,0
4,1,1,0.0,1
8,0,1,85600.08,0
4,1,2,0.0,0
10,1,2,0.0,0
4,1,1,95001.33,0
2,1,1,113873.22,1
6,0,2,0.0,0
7,0,1,74896.92,0
5,0,1,89492.62,0
3,0,1,128718.78,0
8,0,2,0.0,0
3,0,1,0.0,1
7,0,2,144954.75,0
9,0,2,0.0,0
6,0,2,94001.61,0
7,0,1,0.0,1
0,1,1,0.0,0
1,1,2,0.0,0
4,0,1,0.0,1
2,1,1,0.0,1
8,1,2,0.0,0
6,1,2,0.0,0
8,1,2,0.0,0
7,1,1,141546.35,0
8,1,1,141528.88,1
7,1,1,109805.3,0
10,1,2,86614.06,0
7,0,2,91680.1,1
0,0,2,38848.19,0
3,1,1,153639.11,0
8,1,2,0.0,0
7,0,1,123870.07,0
5,0,2,0.0,0
10,0,1,46323.57,0
5,1,1,162039.78,1
1,1,1,110928.51,0
5,0,2,0.0,0
5,0,1,114421.55,1
8,1,2,130036.21,0
1,1,2,151510.17,0
4,1,2,0.0,0
2,1,2,0.0,1
6,0,1,83568.55,0
7,0,1,139972.18,0
3,0,1,100212.13,0
1,0,1,90217.07,0
9,1,2,0.0,0
4,1,1,124067.32,0
4,1,2,0.0,0
1,0,4,162082.31,1
2,1,4,117306.69,1
1,1,1,122889.88,0
6,1,1,148790.61,0
9,0,1,180226.24,1
3,0,2,104857.19,0
2,1,2,166833.86,0
4,0,1,102936.72,0
6,0,1,108736.52,1
0,1,2,129974.79,0
8,0,1,85982.07,0
7,0,1,134397.61,0
8,1,1,137841.53,0
10,1,3,100260.88,1
5,1,2,139822.11,0
8,0,2,123151.51,0
4,0,2,95331.83,0
6,1,1,0.0,0
7,1,2,138162.41,0
9,1,2,0.0,0
6,0,1,126066.26,1
4,1,1,96763.89,0
2,0,2,0.0,0
2,0,1,139561.46,1
5,0,1,0.0,1
6,0,1,0.0,1
2,1,1,172463.45,0
8,0,1,107798.85,0
2,0,2,70181.48,0
5,1,1,177997.07,0
1,0,2,0.0,0
8,1,1,0.0,0
5,0,1,0.0,0
9,0,2,0.0,0
2,1,1,123200.78,0
7,1,2,0.0,0
4,1,2,0.0,0
9,1,2,137742.9,0
9,1,1,116270.72,0
10,1,2,113220.2,0
5,0,2,0.0,0
3,0,3,115895.22,1
6,1,1,121730.49,0
3,1,2,113811.85,0
6,0,1,136214.08,0
8,0,1,146200.01,0
10,1,1,106242.67,0
4,0,2,0.0,0
6,0,1,0.0,0
8,1,1,24043.45,1
5,1,2,0.0,0
10,1,3,132287.92,1
1,0,2,0.0,0
1,1,2,0.0,0
4,1,2,90322.99,0
3,0,2,0.0,0
3,0,1,131283.11,0
1,1,2,131659.59,0
4,0,1,120952.74,0
9,1,1,153166.17,0
0,0,1,53291.86,0
2,0,1,167924.95,0
5,1,1,86394.14,0
1,0,1,0.0,1
3,1,2,0.0,0
1,1,2,0.0,0
4,0,1,158978.79,0
2,0,1,100431.84,1
5,1,2,0.0,0
6,0,1,150358.97,1
4,1,2,114347.85,0
4,1,2,0.0,0
4,1,1,134007.9,0
4,1,1,98899.91,0
3,1,2,0.0,0
2,0,2,137430.82,0
6,1,2,0.0,0
8,1,2,0.0,0
2,1,2,188976.89,0
4,0,2,0.0,0
1,0,1,75990.97,1
10,1,2,0.0,0
5,1,1,112181.08,0
10,1,1,97208.46,0
7,0,2,0.0,0
5,0,1,0.0,0
9,1,1,150856.79,0
9,1,1,146748.07,0
4,1,2,0.0,0
3,1,2,0.0,0
0,1,1,148863.17,0
6,0,1,0.0,1
6,1,2,0.0,0
10,0,1,153360.02,0
3,1,1,92055.36,1
9,0,1,124723.92,0
1,1,1,103033.83,0
6,0,2,0.0,0
1,1,2,0.0,0
9,1,1,0.0,0
4,1,2,0.0,0
3,0,1,116726.22,1
5,0,2,113923.81,0
3,1,2,0.0,0
5,0,2,0.0,0
9,1,2,0.0,0
7,0,2,0.0,0
1,1,2,121827.43,0
7,1,2,0.0,0
10,1,2,125389.7,0
1,1,1,103895.31,0
5,0,1,111128.04,1
9,0,2,0.0,0
10,0,2,0.0,0
9,1,1,0.0,1
5,1,1,151242.48,0
7,0,1,0.0,1
2,0,1,129709.62,0
9,1,1,83347.25,0
6,1,1,84121.04,0
3,0,2,0.0,0
5,1,1,102338.19,0
3,0,2,87375.78,0
2,0,3,0.0,1
3,0,1,104677.09,0
8,1,1,121669.23,0
7,1,1,108407.34,0
7,1,2,154969.79,0
0,1,1,141829.67,0
5,0,1,0.0,1
2,1,1,109162.82,0
8,1,1,87471.63,0
2,1,1,147229.65,0
2,1,2,0.0,0
6,1,2,182532.23,0
6,1,2,0.0,0
1,0,1,160903.2,0
6,0,2,138053.79,0
6,0,1,153548.12,1
8,1,2,149085.9,0
8,0,1,95231.91,1
3,0,2,0.0,0
8,0,1,85109.21,0
8,0,2,125338.8,0
5,1,2,0.0,0
0,1,1,106831.69,0
3,0,1,159597.45,0
7,1,1,147361.57,0
4,1,1,176134.54,0
5,1,2,0.0,0
7,1,2,0.0,0
1,0,1,84055.43,0
7,1,2,0.0,0
5,0,4,174088.3,1
8,0,1,199229.14,0
8,0,1,0.0,0
10,1,2,0.0,0
3,1,2,78833.15,0
6,0,1,0.0,0
2,1,2,0.0,0
3,1,1,102540.61,0
4,1,3,0.0,0
0,1,2,0.0,1
8,1,1,129401.87,0
7,1,2,0.0,0
1,1,2,0.0,0
2,1,2,0.0,0
10,0,2,106702.94,0
4,0,1,139584.57,0
5,1,1,121016.23,1
2,1,2,0.0,0
8,0,2,118210.42,1
8,0,2,0.0,0
4,1,2,148654.84,0
5,0,1,136963.12,0
9,0,2,137774.11,0
4,1,1,111156.52,0
3,1,1,121237.65,0
1,0,1,97234.58,0
2,1,2,0.0,0
0,1,2,0.0,0
9,1,1,97382.53,0
2,1,1,103108.8,1
7,0,1,0.0,1
2,0,1,131852.81,1
1,1,1,0.0,1
8,0,1,107553.33,0
5,0,2,0.0,0
7,1,1,161806.09,0
9,0,2,0.0,0
7,1,1,0.0,0
2,1,1,128243.03,0
5,1,1,126645.13,0
8,0,3,62094.71,1
7,0,1,112291.34,0
5,1,1,89188.83,0
9,0,1,0.0,1
2,0,1,109161.25,0
0,1,1,0.0,1
4,1,1,0.0,0
8,0,2,0.0,0
7,0,2,0.0,0
1,1,1,158271.74,1
9,1,1,96951.21,0
5,1,1,121863.61,1
9,1,1,83495.11,1
1,1,1,146566.01,0
1,0,1,0.0,1
5,1,2,186101.18,0
6,0,1,0.0,1
8,0,2,107494.86,1
2,0,1,0.0,1
8,1,2,146943.38,0
8,0,2,0.0,0
6,0,1,125130.28,0
9,1,2,0.0,0
9,1,2,0.0,0
10,0,3,0.0,0
3,1,2,0.0,0
5,0,2,0.0,0
3,0,2,0.0,0
7,1,2,0.0,0
6,0,1,150685.79,0
4,0,2,141359.37,0
9,0,1,0.0,0
6,1,2,94631.26,0
3,0,1,118336.14,0
2,1,1,0.0,0
0,1,2,0.0,0
5,1,1,124233.24,1
5,1,1,51116.26,1
1,1,1,91869.69,0
8,0,2,122338.43,0
8,1,1,0.0,0
5,1,1,0.0,0
8,1,2,86270.93,0
3,1,2,0.0,0
5,0,1,117289.92,0
2,1,2,0.0,0
7,0,1,153663.27,0
1,1,1,0.0,0
8,0,2,123599.49,0
4,0,2,0.0,0
9,1,1,134208.25,0
1,1,1,0.0,0
7,0,2,98556.89,0
3,0,3,0.0,0
2,1,4,0.0,1
8,1,1,134593.79,0
8,1,2,0.0,0
10,1,1,68781.82,0
8,0,1,137464.04,1
4,1,1,147307.91,0
8,0,1,0.0,1
3,1,1,145754.91,0
8,0,3,0.0,1
4,1,1,112610.77,0
7,1,2,71481.79,0
5,1,2,0.0,0
3,1,1,77826.8,0
5,1,1,87140.85,0
0,1,1,132002.7,1
7,0,2,178011.5,0
4,1,2,102954.68,0
2,1,1,123783.25,0
4,0,1,101802.67,0
3,0,1,148659.48,0
7,1,1,142724.48,1
4,1,1,112152.89,0
10,1,1,89550.85,0
7,0,1,75915.75,0
2,0,2,118889.66,0
5,0,1,118788.57,0
3,1,1,156555.54,0
1,1,1,99141.86,1
4,1,1,61211.18,0
1,1,1,128932.4,0
5,1,1,0.0,0
10,0,1,80728.15,0
2,0,2,127660.46,1
3,1,1,106070.89,0
3,1,2,137560.38,0
8,1,1,111905.43,1
9,0,1,126212.64,0
9,0,2,0.0,1
7,0,2,111835.94,0
8,0,2,0.0,0
3,0,2,99705.69,0
1,0,2,0.0,0
2,0,1,108895.93,1
3,1,1,154669.77,1
7,1,2,128061.0,0
2,0,2,0.0,1
4,0,2,0.0,0
9,1,1,190678.02,0
7,0,1,0.0,0
5,0,1,0.0,1
5,1,1,136712.91,0
1,0,1,154733.97,1
4,0,1,112609.91,1
10,0,1,115462.44,0
5,1,1,133501.36,0
1,1,1,58668.02,0
7,0,1,89118.26,1
9,0,2,0.0,0
10,1,2,76510.52,0
7,0,2,140694.78,0
7,0,2,95448.32,0
4,1,1,91562.99,0
8,0,1,72541.48,0
3,0,1,120867.18,1
5,0,1,0.0,0
1,0,1,157320.51,0
3,1,3,0.0,0
1,1,2,139676.95,0
6,1,1,0.0,0
3,1,2,0.0,0
3,1,2,0.0,0
3,1,1,103000.94,0
2,1,1,134237.07,1
6,0,2,118235.7,0
3,1,2,0.0,0
5,1,3,0.0,1
9,0,2,115442.19,1
5,0,2,0.0,0
2,1,1,0.0,0
1,1,2,0.0,0
8,1,1,115557.0,0
3,0,2,166518.63,0
6,1,1,135370.12,1
5,0,1,92877.33,1
10,0,2,102073.67,0
3,1,1,97042.6,1
7,0,1,0.0,1
8,0,2,108528.07,1
2,1,2,79064.85,0
3,0,3,74274.87,1
6,0,2,0.0,0
1,1,1,100421.1,0
7,0,2,84006.88,0
4,0,2,0.0,0
4,0,1,0.0,0
4,0,1,80293.81,0
7,0,2,125437.14,0
8,0,2,0.0,0
1,1,2,0.0,0
2,0,1,127536.44,0
8,1,2,0.0,0
9,0,1,82794.18,1
3,1,1,108117.1,0
10,0,1,0.0,0
8,0,2,61688.61,0
2,0,2,0.0,0
6,0,2,0.0,0
0,1,1,159304.07,1
5,0,1,138664.24,0
2,1,2,126362.57,0
4,0,2,160652.45,0
2,1,1,183572.84,1
0,0,1,88421.81,0
2,0,1,0.0,1
2,1,2,112871.19,0
8,0,1,60880.68,0
5,0,2,0.0,0
9,0,1,101455.7,1
0,1,2,88084.13,0
7,1,2,0.0,0
7,0,1,127197.14,1
7,1,2,0.0,0
9,0,2,83456.79,0
4,1,1,98298.18,0
0,1,2,0.0,0
2,0,1,86911.8,0
2,0,1,139707.28,0
1,1,2,0.0,0
1,0,2,142876.98,0
7,0,1,146301.31,0
3,1,1,47364.45,1
7,0,2,0.0,0
0,1,1,58137.08,0
6,0,2,179886.41,0
6,1,2,107637.97,0
6,0,1,167685.56,0
4,0,1,136525.99,0
8,1,2,52106.33,0
8,0,1,0.0,0
9,0,1,104930.38,1
6,1,1,106434.94,1
2,0,1,112803.92,0
10,0,1,120530.34,1
2,0,4,113641.49,1
2,1,1,145081.72,0
9,1,2,0.0,0
7,1,1,135842.89,0
1,0,1,112203.25,0
7,1,1,129895.19,0
6,1,1,149049.92,1
9,1,1,153279.39,0
5,0,1,41473.33,1
2,0,2,0.0,0
5,1,2,113193.51,0
8,0,2,113174.21,0
0,0,2,0.0,0
