credit_profile_key,credit_card_ownership,credit_score,credit_card_type
7523,0,610,PLATINUM
7524,0,814,SILVER
7525,1,660,DIAMOND
7526,0,580,SILVER
7527,1,850,GOLD
7528,0,676,SILVER
7529,1,578,PLATINUM
7530,1,579,DIAMOND
7531,0,711,SILVER
7532,0,692,DIAMOND
7533,0,760,SILVER
7534,0,630,GOLD
7535,1,808,GOLD
7536,1,611,PLATINUM
7537,1,697,DIAMOND
7538,1,655,SILVER
7539,1,601,PLATINUM
7540,1,755,PLATINUM
7541,1,553,DIAMOND
7542,1,723,SILVER
7543,1,507,DIAMOND
7544,1,777,GOLD
7545,0,566,GOLD
7546,1,732,DIAMOND
7547,1,697,GOLD
7548,1,555,GOLD
7549,0,584,DIAMOND
7550,1,705,PLATINUM
7551,1,688,PLATINUM
7552,1,626,DIAMOND
7553,1,636,DIAMOND
7554,1,719,DIAMOND
7555,0,706,SILVER
7556,1,731,PLATINUM
7557,1,738,PLATINUM
7558,1,426,PLATINUM
7559,1,622,PLATINUM
7560,1,701,DIAMOND
7561,1,512,PLATINUM
7562,1,635,GOLD
7563,1,685,DIAMOND
7564,0,609,SILVER
7565,1,598,SILVER
7566,1,708,PLATINUM
7567,1,574,DIAMOND
7568,0,629,PLATINUM
7569,1,422,PLATINUM
7570,1,656,PLATINUM
7571,1,697,PLATINUM
7572,1,718,SILVER
7573,0,586,DIAMOND
7574,1,481,DIAMOND
7575,1,749,DIAMOND
7576,1,561,DIAMOND
7577,0,676,PLATINUM
7578,1,615,DIAMOND
7579,1,582,GOLD
7580,0,601,GOLD
7581,0,708,DIAMOND
7582,1,708,SILVER
7583,0,797,SILVER
7584,1,682,SILVER
7585,0,694,PLATINUM
7586,1,490,DIAMOND
7587,1,828,PLATINUM
7588,1,594,DIAMOND
7589,1,579,SILVER
7590,0,723,GOLD
7591,1,619,SILVER
7592,0,794,PLATINUM
7593,1,674,SILVER
7594,1,418,GOLD
7595,1,502,DIAMOND
7596,1,678,GOLD
7597,1,599,SILVER
7598,0,736,DIAMOND
7599,1,430,PLATINUM
7600,1,537,SILVER
7601,1,683,GOLD
7602,0,828,GOLD
7603,1,691,DIAMOND
7604,1,608,PLATINUM
7605,1,691,SILVER
7606,0,718,SILVER
7607,1,680,SILVER
7608,1,838,SILVER
7609,0,695,GOLD
7610,1,681,GOLD
7611,1,762,GOLD
7612,0,751,PLATINUM
7613,1,678,PLATINUM
7614,1,634,GOLD
7615,1,749,GOLD
7616,1,590,GOLD
7617,1,610,SILVER
7618,0,502,SILVER
7619,0,578,GOLD
7620,1,547,DIAMOND
7621,1,579,GOLD
7622,0,661,GOLD
7623,1,794,PLATINUM
7624,0,719,DIAMOND
7625,1,728,PLATINUM
7626,1,598,SILVER
7627,1,822,GOLD
7628,1,670,GOLD
7629,1,850,PLATINUM
7630,0,723,PLATINUM
7631,1,705,GOLD
7632,1,677,DIAMOND
7633,1,736,GOLD
7634,0,661,GOLD
7635,0,501,GOLD
7636,1,516,GOLD
7637,1,517,DIAMOND
7638,1,766,GOLD
7639,1,520,GOLD
7640,1,541,GOLD
7641,1,790,DIAMOND
7642,1,797,PLATINUM
7643,1,811,SILVER
7644,1,722,SILVER
7645,1,675,DIAMOND
7646,1,660,PLATINUM
7647,1,566,GOLD
7648,1,768,DIAMOND
7649,0,610,PLATINUM
7650,1,715,PLATINUM
7651,1,750,GOLD
7652,0,431,DIAMOND
7653,1,704,PLATINUM
7654,0,535,DIAMOND
7655,1,614,SILVER
7656,0,748,PLATINUM
7657,1,492,GOLD
7658,1,573,PLATINUM
7659,0,706,SILVER
7660,1,680,GOLD
7661,1,458,SILVER
7662,1,612,DIAMOND
7663,1,809,DIAMOND
7664,1,590,PLATINUM
7665,1,602,DIAMOND
7666,1,540,GOLD
7667,0,494,PLATINUM
7668,0,797,GOLD
7669,1,526,GOLD
7670,1,631,DIAMOND
7671,1,576,DIAMOND
7672,1,405,DIAMOND
7673,0,555,DIAMOND
7674,0,750,DIAMOND
7675,1,665,GOLD
7676,1,640,GOLD
7677,0,457,GOLD
7678,1,695,GOLD
7679,1,645,SILVER
7680,1,647,GOLD
7681,0,808,GOLD
7682,1,641,DIAMOND
7683,0,700,GOLD
7684,0,660,GOLD
7685,1,615,SILVER
7686,1,705,PLATINUM
7687,1,718,DIAMOND
7688,1,754,DIAMOND
7689,1,713,GOLD
7690,0,587,GOLD
7691,0,569,GOLD
7692,0,568,DIAMOND
7693,1,634,DIAMOND
7694,0,770,PLATINUM
7695,1,676,GOLD
7696,0,723,GOLD
7697,1,614,DIAMOND
7698,1,601,PLATINUM
7699,1,592,GOLD
7700,0,605,DIAMOND
7701,1,752,DIAMOND
7702,0,677,DIAMOND
7703,1,850,GOLD
7704,1,608,DIAMOND
7705,1,786,SILVER
7706,1,777,GOLD
7707,1,667,PLATINUM
7708,1,848,GOLD
7709,0,486,PLATINUM
7710,1,598,GOLD
7711,1,506,PLATINUM
7712,1,612,PLATINUM
7713,1,545,PLATINUM
7714,1,793,SILVER
7715,1,682,PLATINUM
7716,1,517,SILVER
7717,0,684,SILVER
7718,1,692,PLATINUM
7719,0,740,GOLD
7720,1,666,GOLD
7721,1,693,PLATINUM
7722,1,757,DIAMOND
7723,0,684,PLATINUM
7724,0,691,GOLD
7725,0,842,PLATINUM
7726,0,482,SILVER
7727,1,735,DIAMOND
7728,1,681,PLATINUM
7729,0,616,SILVER
7730,1,850,PLATINUM
7731,0,635,DIAMOND
7732,1,638,PLATINUM
7733,1,820,PLATINUM
7734,0,694,DIAMOND
7735,1,713,PLATINUM
7736,1,543,DIAMOND
7737,1,649,PLATINUM
7738,1,777,DIAMOND
7739,0,561,DIAMOND
7740,0,724,DIAMOND
7741,1,665,DIAMOND
7742,0,441,SILVER
7743,1,579,SILVER
7744,1,777,DIAMOND
7745,0,739,GOLD
7746,1,660,GOLD
7747,1,554,SILVER
7748,1,850,DIAMOND
7749,1,842,PLATINUM
7750,1,785,DIAMOND
7751,1,550,PLATINUM
7752,0,750,PLATINUM
7753,1,490,DIAMOND
7754,1,605,DIAMOND
7755,1,563,SILVER
7756,1,675,GOLD
7757,1,621,SILVER
7758,0,850,GOLD
7759,1,711,GOLD
7760,0,549,PLATINUM
7761,1,764,GOLD
7762,1,627,GOLD
7763,0,850,DIAMOND
7764,1,614,SILVER
7765,1,685,DIAMOND
7766,0,683,SILVER
7767,0,643,PLATINUM
7768,1,561,DIAMOND
7769,1,601,PLATINUM
7770,0,766,GOLD
7771,1,699,DIAMOND
7772,1,850,DIAMOND
7773,1,792,GOLD
7774,0,636,PLATINUM
7775,0,850,PLATINUM
7776,1,628,SILVER
7777,0,736,SILVER
7778,0,711,SILVER
7779,0,583,DIAMOND
7780,1,757,DIAMOND
7781,0,749,SILVER
7782,1,705,PLATINUM
7783,1,585,DIAMOND
7784,1,437,DIAMOND
7785,1,741,GOLD
7786,1,738,PLATINUM
7787,1,586,SILVER
7788,1,627,PLATINUM
7789,1,551,SILVER
7790,0,606,PLATINUM
7791,1,674,PLATINUM
7792,1,584,DIAMOND
7793,1,590,GOLD
7794,1,585,GOLD
7795,0,508,PLATINUM
7796,1,458,DIAMOND
7797,1,692,SILVER
7798,1,502,DIAMOND
7799,1,518,PLATINUM
7800,1,660,SILVER
7801,1,698,GOLD
7802,0,678,SILVER
7803,1,773,DIAMOND
7804,0,619,SILVER
7805,0,684,PLATINUM
7806,1,635,PLATINUM
7807,1,680,GOLD
7808,1,608,SILVER
7809,1,603,SILVER
7810,1,579,GOLD
7811,0,756,SILVER
7812,0,611,SILVER
7813,0,532,DIAMOND
7814,1,684,PLATINUM
7815,0,647,DIAMOND
7816,1,583,PLATINUM
7817,1,774,SILVER
7818,0,677,GOLD
7819,0,542,DIAMOND
7820,0,613,SILVER
7821,1,666,PLATINUM
7822,0,777,DIAMOND
7823,1,581,DIAMOND
7824,1,705,DIAMOND
7825,0,673,PLATINUM
7826,1,594,PLATINUM
7827,1,648,PLATINUM
7828,0,605,DIAMOND
7829,1,734,PLATINUM
7830,0,572,SILVER
7831,1,595,PLATINUM
7832,0,749,SILVER
7833,0,573,GOLD
7834,0,624,GOLD
7835,0,703,SILVER
7836,1,665,PLATINUM
7837,1,648,GOLD
7838,1,850,GOLD
7839,1,569,PLATINUM
7840,1,566,DIAMOND
7841,1,537,SILVER
7842,1,706,DIAMOND
7843,0,734,DIAMOND
7844,1,586,PLATINUM
7845,1,612,SILVER
7846,1,648,PLATINUM
7847,1,557,SILVER
7848,1,643,DIAMOND
7849,1,433,PLATINUM
7850,1,643,PLATINUM
7851,1,488,SILVER
7852,1,758,GOLD
7853,0,743,GOLD
7854,1,730,PLATINUM
7855,0,746,DIAMOND
7856,1,666,DIAMOND
7857,0,580,PLATINUM
7858,0,850,PLATINUM
7859,0,563,SILVER
7860,1,766,GOLD
7861,0,659,SILVER
7862,1,607,SILVER
7863,1,644,PLATINUM
7864,1,746,PLATINUM
7865,1,588,PLATINUM
7866,0,691,PLATINUM
7867,1,666,DIAMOND
7868,1,640,GOLD
7869,1,611,SILVER
7870,1,651,GOLD
7871,1,529,SILVER
7872,1,676,PLATINUM
7873,1,639,SILVER
7874,0,782,SILVER
7875,1,641,SILVER
7876,1,697,GOLD
7877,1,623,SILVER
7878,1,494,SILVER
7879,1,731,DIAMOND
7880,1,657,SILVER
7881,0,744,PLATINUM
7882,1,774,SILVER
7883,0,850,DIAMOND
7884,1,551,GOLD
7885,0,638,DIAMOND
7886,1,792,GOLD
7887,0,666,GOLD
7888,0,716,GOLD
7889,1,594,PLATINUM
7890,1,600,DIAMOND
7891,1,565,PLATINUM
7892,0,678,PLATINUM
7893,1,648,DIAMOND
7894,1,642,SILVER
7895,1,706,DIAMOND
7896,1,668,PLATINUM
7897,1,635,GOLD
7898,1,603,SILVER
7899,0,635,GOLD
7900,1,642,PLATINUM
7901,1,785,PLATINUM
7902,1,628,GOLD
7903,0,499,GOLD
7904,0,567,DIAMOND
7905,1,449,GOLD
7906,1,701,DIAMOND
7907,0,613,DIAMOND
7908,1,683,SILVER
7909,0,581,PLATINUM
7910,0,620,GOLD
7911,1,561,GOLD
7912,1,558,SILVER
7913,0,642,GOLD
7914,1,805,DIAMOND
7915,0,687,PLATINUM
7916,1,695,DIAMOND
7917,1,562,DIAMOND
7918,0,613,DIAMOND
7919,1,589,DIAMOND
7920,1,593,GOLD
7921,0,714,SILVER
7922,1,588,SILVER
7923,1,679,GOLD
7924,1,730,DIAMOND
7925,1,833,SILVER
7926,1,586,SILVER
7927,1,567,DIAMOND
7928,1,637,GOLD
7929,1,711,GOLD
7930,0,828,SILVER
7931,0,500,DIAMOND
7932,0,807,PLATINUM
7933,1,850,DIAMOND
7934,0,782,GOLD
7935,1,629,PLATINUM
7936,0,582,DIAMOND
7937,1,468,PLATINUM
7938,1,670,PLATINUM
7939,0,805,PLATINUM
7940,1,720,PLATINUM
7941,0,781,GOLD
7942,1,592,PLATINUM
7943,1,542,GOLD
7944,1,532,GOLD
7945,0,520,SILVER
7946,1,759,DIAMOND
7947,1,473,PLATINUM
7948,1,639,GOLD
7949,0,705,PLATINUM
7950,0,530,PLATINUM
7951,1,516,DIAMOND
7952,1,850,PLATINUM
7953,1,746,GOLD
7954,1,622,PLATINUM
7955,0,743,GOLD
7956,1,732,DIAMOND
7957,1,850,SILVER
7958,1,850,SILVER
7959,1,686,SILVER
7960,1,556,PLATINUM
7961,0,673,DIAMOND
7962,1,809,DIAMOND
7963,0,634,GOLD
7964,1,630,GOLD
7965,0,564,PLATINUM
7966,1,625,DIAMOND
7967,1,677,DIAMOND
7968,0,583,DIAMOND
7969,0,592,DIAMOND
7970,1,637,DIAMOND
7971,1,850,GOLD
7972,0,633,SILVER
7973,1,751,PLATINUM
7974,1,592,DIAMOND
7975,1,716,PLATINUM
7976,1,641,SILVER
7977,0,849,PLATINUM
7978,0,647,DIAMOND
7979,1,608,GOLD
7980,1,555,SILVER
7981,0,497,GOLD
7982,0,599,SILVER
7983,0,545,SILVER
7984,1,774,DIAMOND
7985,1,464,SILVER
7986,1,696,PLATINUM
7987,0,667,SILVER
7988,1,812,SILVER
7989,0,516,PLATINUM
7990,0,645,SILVER
7991,0,664,SILVER
7992,1,427,DIAMOND
7993,1,685,PLATINUM
7994,1,585,GOLD
7995,1,519,SILVER
7996,0,708,DIAMOND
7997,1,717,DIAMOND
7998,1,465,DIAMOND
7999,1,829,PLATINUM
8000,0,826,DIAMOND
8001,1,747,GOLD
8002,1,707,PLATINUM
8003,0,590,GOLD
8004,1,603,DIAMOND
8005,1,615,DIAMOND
8006,1,634,PLATINUM
8007,1,716,SILVER
8008,1,647,DIAMOND
8009,1,591,GOLD
8010,0,574,GOLD
8011,1,467,SILVER
8012,1,701,PLATINUM
8013,1,747,GOLD
8014,1,650,GOLD
8015,1,731,SILVER
8016,1,638,SILVER
8017,1,569,SILVER
8018,1,459,PLATINUM
8019,1,632,PLATINUM
8020,1,683,PLATINUM
8021,1,850,GOLD
8022,1,512,PLATINUM
8023,1,616,PLATINUM
8024,1,664,PLATINUM
8025,1,694,DIAMOND
8026,1,655,GOLD
8027,0,607,DIAMOND
8028,0,684,DIAMOND
8029,1,763,DIAMOND
8030,0,671,GOLD
8031,1,592,PLATINUM
8032,1,666,GOLD
8033,1,667,PLATINUM
8034,0,850,SILVER
8035,1,622,SILVER
8036,0,577,SILVER
8037,0,555,DIAMOND
8038,1,547,GOLD
8039,1,613,PLATINUM
8040,1,672,GOLD
8041,0,624,GOLD
8042,1,698,PLATINUM
8043,0,606,PLATINUM
8044,0,720,SILVER
8045,1,835,SILVER
8046,1,771,GOLD
8047,0,811,GOLD
8048,1,734,PLATINUM
8049,1,548,GOLD
8050,0,652,SILVER
8051,0,707,GOLD
8052,1,605,PLATINUM
8053,1,623,DIAMOND
8054,1,686,SILVER
8055,1,525,DIAMOND
8056,1,657,GOLD
8057,1,730,GOLD
8058,1,816,PLATINUM
8059,0,484,GOLD
8060,1,728,SILVER
8061,1,730,GOLD
8062,0,477,SILVER
8063,1,663,DIAMOND
8064,1,549,GOLD
8065,1,714,DIAMOND
8066,1,430,GOLD
8067,1,504,SILVER
8068,0,530,GOLD
8069,0,619,SILVER
8070,1,617,DIAMOND
8071,0,791,GOLD
8072,1,609,PLATINUM
8073,1,780,DIAMOND
8074,1,777,SILVER
8075,1,817,SILVER
8076,0,850,PLATINUM
8077,0,732,SILVER
8078,1,693,SILVER
8079,1,576,PLATINUM
8080,0,643,DIAMOND
8081,1,757,SILVER
8082,0,569,GOLD
8083,1,772,SILVER
8084,0,576,PLATINUM
8085,1,608,PLATINUM
8086,0,794,DIAMOND
8087,0,593,SILVER
8088,1,597,DIAMOND
8089,1,541,GOLD
8090,0,692,DIAMOND
8091,1,697,DIAMOND
8092,1,768,DIAMOND
8093,1,802,DIAMOND
8094,1,584,GOLD
8095,0,614,SILVER
8096,1,850,PLATINUM
8097,0,671,SILVER
8098,1,626,SILVER
8099,0,770,PLATINUM
8100,1,633,GOLD
8101,0,663,SILVER
8102,1,581,DIAMOND
8103,0,561,GOLD
8104,1,479,DIAMOND
8105,1,769,DIAMOND
8106,1,659,GOLD
8107,1,590,PLATINUM
8108,1,560,SILVER
8109,1,437,DIAMOND
8110,1,661,SILVER
8111,1,677,GOLD
8112,1,560,SILVER
8113,0,578,SILVER
8114,1,421,GOLD
8115,1,492,GOLD
8116,1,545,SILVER
8117,1,640,DIAMOND
8118,1,624,PLATINUM
8119,1,577,SILVER
8120,1,704,DIAMOND
8121,1,523,SILVER
8122,1,793,DIAMOND
8123,1,564,PLATINUM
8124,0,711,SILVER
8125,0,791,PLATINUM
8126,1,629,DIAMOND
8127,1,729,SILVER
8128,1,651,GOLD
8129,1,695,PLATINUM
8130,1,847,SILVER
8131,1,704,GOLD
8132,1,613,PLATINUM
8133,0,692,DIAMOND
8134,1,720,GOLD
8135,1,577,DIAMOND
8136,1,710,DIAMOND
8137,1,716,DIAMOND
8138,0,410,DIAMOND
8139,1,584,SILVER
8140,1,792,SILVER
8141,0,605,DIAMOND
8142,1,486,DIAMOND
8143,0,615,SILVER
8144,0,676,SILVER
8145,0,571,DIAMOND
8146,0,850,DIAMOND
8147,1,717,DIAMOND
8148,1,642,GOLD
8149,1,780,DIAMOND
8150,1,492,PLATINUM
8151,0,760,GOLD
8152,1,500,GOLD
8153,1,654,PLATINUM
8154,1,606,SILVER
8155,1,367,PLATINUM
8156,1,799,DIAMOND
8157,1,434,SILVER
8158,0,719,PLATINUM
8159,1,641,SILVER
8160,1,461,PLATINUM
8161,1,790,SILVER
8162,0,588,DIAMOND
8163,1,621,SILVER
8164,1,768,PLATINUM
8165,1,681,DIAMOND
8166,1,606,DIAMOND
8167,1,542,GOLD
8168,1,713,DIAMOND
8169,1,597,GOLD
8170,1,635,GOLD
8171,0,599,PLATINUM
8172,1,496,PLATINUM
8173,1,759,PLATINUM
8174,1,757,PLATINUM
8175,1,564,DIAMOND
8176,1,561,SILVER
8177,0,702,SILVER
8178,0,678,GOLD
8179,1,707,SILVER
8180,0,610,DIAMOND
8181,1,744,SILVER
8182,0,598,SILVER
8183,0,562,DIAMOND
8184,1,621,PLATINUM
8185,1,659,PLATINUM
8186,0,722,PLATINUM
8187,1,606,GOLD
8188,1,603,GOLD
8189,1,506,PLATINUM
8190,1,715,PLATINUM
8191,1,690,PLATINUM
8192,1,644,PLATINUM
8193,1,589,SILVER
8194,1,592,DIAMOND
8195,1,632,GOLD
8196,0,577,SILVER
8197,0,588,PLATINUM
8198,1,617,PLATINUM
8199,1,668,DIAMOND
8200,0,810,PLATINUM
8201,1,767,GOLD
8202,0,718,SILVER
8203,1,589,GOLD
8204,1,778,GOLD
8205,1,724,DIAMOND
8206,1,477,SILVER
8207,1,580,DIAMOND
8208,1,566,SILVER
8209,1,711,SILVER
8210,1,706,SILVER
8211,1,703,PLATINUM
8212,1,679,SILVER
8213,1,603,SILVER
8214,0,598,SILVER
8215,1,836,DIAMOND
8216,1,687,DIAMOND
8217,1,704,DIAMOND
8218,0,605,SILVER
8219,0,516,PLATINUM
8220,1,572,PLATINUM
8221,1,557,PLATINUM
8222,1,443,PLATINUM
8223,1,604,SILVER
8224,1,483,PLATINUM
8225,0,702,GOLD
8226,1,670,DIAMOND
8227,1,804,PLATINUM
8228,1,850,SILVER
8229,1,554,GOLD
8230,1,588,DIAMOND
8231,1,758,GOLD
8232,1,787,DIAMOND
8233,1,582,DIAMOND
8234,1,633,SILVER
8235,1,766,PLATINUM
8236,1,564,PLATINUM
8237,0,602,GOLD
8238,1,649,PLATINUM
8239,1,679,GOLD
8240,0,639,GOLD
8241,1,790,GOLD
8242,1,565,DIAMOND
8243,0,478,GOLD
8244,0,825,DIAMOND
8245,1,528,SILVER
8246,1,577,PLATINUM
8247,1,663,PLATINUM
8248,1,505,SILVER
8249,0,633,SILVER
8250,1,586,PLATINUM
8251,0,850,SILVER
8252,0,629,PLATINUM
8253,1,744,SILVER
8254,1,750,PLATINUM
8255,1,637,DIAMOND
8256,1,575,SILVER
8257,1,671,SILVER
8258,0,571,SILVER
8259,1,590,GOLD
8260,0,619,DIAMOND
8261,0,640,GOLD
8262,1,670,GOLD
8263,1,737,SILVER
8264,0,555,GOLD
8265,0,742,PLATINUM
8266,1,618,PLATINUM
8267,1,560,DIAMOND
8268,1,654,DIAMOND
8269,0,787,GOLD
8270,0,611,GOLD
8271,1,559,GOLD
8272,1,481,PLATINUM
8273,1,753,GOLD
8274,1,675,PLATINUM
8275,1,748,DIAMOND
8276,0,610,GOLD
8277,0,580,DIAMOND
8278,1,624,PLATINUM
8279,1,709,PLATINUM
8280,0,605,SILVER
8281,0,706,DIAMOND
8282,1,567,SILVER
8283,1,747,SILVER
8284,1,664,PLATINUM
8285,1,711,PLATINUM
8286,0,609,PLATINUM
8287,1,632,PLATINUM
8288,1,725,SILVER
8289,1,850,SILVER
8290,0,682,DIAMOND
8291,1,797,PLATINUM
8292,1,668,SILVER
8293,1,783,PLATINUM
8294,0,766,PLATINUM
8295,1,704,PLATINUM
8296,1,722,GOLD
8297,1,692,DIAMOND
8298,0,584,DIAMOND
8299,0,644,PLATINUM
8300,0,598,DIAMOND
8301,1,733,GOLD
8302,1,615,GOLD
8303,1,850,GOLD
8304,1,521,PLATINUM
8305,1,675,DIAMOND
8306,1,746,SILVER
8307,1,770,DIAMOND
8308,1,618,GOLD
8309,1,556,GOLD
8310,1,749,PLATINUM
8311,1,702,DIAMOND
8312,1,555,PLATINUM
8313,1,587,PLATINUM
8314,1,639,SILVER
8315,1,643,PLATINUM
8316,1,600,PLATINUM
8317,1,651,DIAMOND
8318,0,666,DIAMOND
8319,0,520,PLATINUM
8320,0,650,PLATINUM
8321,1,564,SILVER
8322,1,586,DIAMOND
8323,0,617,PLATINUM
8324,1,712,PLATINUM
8325,1,654,DIAMOND
8326,1,605,PLATINUM
8327,1,491,GOLD
8328,1,707,SILVER
8329,1,638,DIAMOND
8330,1,683,SILVER
8331,1,815,DIAMOND
8332,0,645,PLATINUM
8333,0,645,GOLD
8334,1,683,SILVER
8335,1,705,GOLD
8336,1,647,PLATINUM
8337,0,786,PLATINUM
8338,1,534,DIAMOND
8339,1,602,GOLD
8340,0,695,PLATINUM
8341,1,553,PLATINUM
8342,1,516,SILVER
8343,1,655,DIAMOND
8344,1,849,GOLD
8345,0,520,GOLD
8346,1,568,DIAMOND
8347,0,695,GOLD
8348,1,807,PLATINUM
8349,1,642,PLATINUM
8350,1,703,GOLD
8351,1,556,DIAMOND
8352,1,585,PLATINUM
8353,1,587,DIAMOND
8354,1,524,PLATINUM
8355,1,556,PLATINUM
8356,1,504,SILVER
8357,1,731,DIAMOND
8358,1,651,SILVER
8359,1,675,GOLD
8360,0,657,DIAMOND
8361,0,686,GOLD
8362,0,690,GOLD
8363,0,567,GOLD
8364,1,557,GOLD
8365,1,446,SILVER
8366,1,850,PLATINUM
8367,0,637,GOLD
8368,1,499,PLATINUM
8369,1,622,GOLD
8370,1,684,GOLD
8371,1,612,PLATINUM
8372,0,813,GOLD
8373,0,850,SILVER
8374,0,795,GOLD
8375,1,628,DIAMOND
8376,1,565,GOLD
8377,1,601,GOLD
8378,1,802,DIAMOND
8379,1,614,DIAMOND
8380,0,434,PLATINUM
8381,1,522,GOLD
8382,1,550,DIAMOND
8383,1,599,PLATINUM
8384,1,493,DIAMOND
8385,1,755,PLATINUM
8386,0,605,PLATINUM
8387,1,708,GOLD
8388,1,699,DIAMOND
8389,1,763,GOLD
8390,1,743,GOLD
8391,0,660,SILVER
8392,1,619,SILVER
8393,1,739,DIAMOND
8394,1,769,GOLD
8395,1,692,SILVER
8396,1,560,GOLD
8397,1,607,SILVER
8398,0,630,SILVER
8399,1,767,SILVER
8400,0,543,SILVER
8401,1,776,SILVER
8402,1,535,PLATINUM
8403,0,549,GOLD
8404,0,844,PLATINUM
8405,1,586,DIAMOND
8406,1,583,PLATINUM
8407,0,701,DIAMOND
8408,0,726,SILVER
8409,1,829,DIAMOND
8410,1,749,DIAMOND
8411,1,743,DIAMOND
8412,1,619,PLATINUM
8413,1,699,DIAMOND
8414,0,749,DIAMOND
8415,1,600,DIAMOND
8416,0,760,GOLD
8417,0,528,PLATINUM
8418,1,630,DIAMOND
8419,1,683,SILVER
8420,0,677,GOLD
8421,1,669,DIAMOND
8422,1,693,PLATINUM
8423,0,612,PLATINUM
8424,0,719,DIAMOND
8425,1,702,PLATINUM
8426,1,755,PLATINUM
8427,0,514,DIAMOND
8428,1,753,PLATINUM
8429,1,548,SILVER
8430,1,850,PLATINUM
8431,1,612,DIAMOND
8432,1,628,SILVER
8433,0,479,PLATINUM
8434,0,724,PLATINUM
8435,0,512,DIAMOND
8436,1,638,GOLD
8437,0,834,DIAMOND
8438,0,781,SILVER
8439,1,707,PLATINUM
8440,1,670,DIAMOND
8441,1,663,GOLD
8442,0,624,GOLD
8443,0,598,SILVER
8444,1,619,PLATINUM
8445,1,792,PLATINUM
8446,1,683,DIAMOND
8447,1,691,SILVER
8448,1,765,PLATINUM
8449,1,508,DIAMOND
8450,0,637,PLATINUM
8451,0,667,PLATINUM
8452,1,575,GOLD
8453,1,744,PLATINUM
8454,1,567,DIAMOND
8455,1,502,PLATINUM
8456,1,609,GOLD
8457,1,715,PLATINUM
8458,0,541,PLATINUM
8459,1,850,PLATINUM
8460,1,595,PLATINUM
8461,0,650,DIAMOND
8462,1,625,SILVER
8463,1,817,GOLD
8464,1,526,DIAMOND
8465,1,850,DIAMOND
8466,1,598,SILVER
8467,0,613,PLATINUM
8468,1,709,SILVER
8469,1,678,SILVER
8470,1,720,DIAMOND
8471,0,662,SILVER
8472,1,525,PLATINUM
8473,0,662,SILVER
8474,1,770,DIAMOND
8475,1,721,GOLD
8476,1,633,PLATINUM
8477,0,701,DIAMOND
8478,0,556,DIAMOND
8479,0,639,SILVER
8480,0,632,PLATINUM
8481,1,456,DIAMOND
8482,1,729,PLATINUM
8483,0,632,SILVER
8484,1,433,DIAMOND
8485,1,802,PLATINUM
8486,1,670,GOLD
8487,1,738,SILVER
8488,1,706,GOLD
8489,1,592,DIAMOND
8490,0,522,GOLD
8491,1,746,SILVER
8492,1,651,SILVER
8493,0,494,PLATINUM
8494,1,753,PLATINUM
8495,0,671,GOLD
8496,0,696,GOLD
8497,1,577,PLATINUM
8498,0,587,GOLD
8499,1,712,PLATINUM
8500,0,498,GOLD
8501,1,660,DIAMOND
8502,1,678,GOLD
8503,1,530,DIAMOND
8504,0,559,GOLD
8505,1,624,PLATINUM
8506,0,592,DIAMOND
8507,0,767,DIAMOND
8508,1,653,PLATINUM
8509,1,678,GOLD
8510,1,586,PLATINUM
8511,0,550,DIAMOND
8512,1,643,DIAMOND
8513,1,612,GOLD
8514,0,674,DIAMOND
8515,1,657,SILVER
8516,0,724,GOLD
8517,1,500,DIAMOND
8518,1,688,GOLD
8519,0,599,SILVER
8520,0,631,DIAMOND
8521,1,634,PLATINUM
8522,1,545,GOLD
8523,1,644,DIAMOND
8524,1,690,SILVER
8525,1,711,DIAMOND
8526,1,712,PLATINUM
8527,1,627,DIAMOND
8528,1,694,SILVER
8529,0,534,PLATINUM
8530,0,603,PLATINUM
8531,1,808,SILVER
8532,1,723,SILVER
8533,1,585,DIAMOND
8534,1,706,DIAMOND
8535,1,671,GOLD
8536,0,597,SILVER
8537,1,646,DIAMOND
8538,1,801,SILVER
8539,1,731,PLATINUM
8540,1,620,GOLD
8541,0,484,PLATINUM
8542,1,647,DIAMOND
8543,0,688,GOLD
8544,0,680,DIAMOND
8545,1,689,DIAMOND
8546,0,513,GOLD
8547,1,553,GOLD
8548,0,689,PLATINUM
8549,1,517,PLATINUM
8550,1,731,DIAMOND
8551,0,687,GOLD
8552,1,507,SILVER
8553,1,468,GOLD
8554,1,682,SILVER
8555,1,603,SILVER
8556,1,522,GOLD
8557,0,629,DIAMOND
8558,0,729,DIAMOND
8559,1,574,DIAMOND
8560,1,677,SILVER
8561,1,627,DIAMOND
8562,1,788,GOLD
8563,0,697,DIAMOND
8564,1,578,SILVER
8565,1,519,SILVER
8566,1,632,DIAMOND
8567,0,679,GOLD
8568,1,699,DIAMOND
8569,0,615,SILVER
8570,1,622,DIAMOND
8571,0,755,GOLD
8572,1,767,PLATINUM
8573,1,752,PLATINUM
8574,1,633,DIAMOND
8575,1,717,DIAMOND
8576,0,585,DIAMOND
8577,0,751,SILVER
8578,1,754,SILVER
8579,1,495,SILVER
8580,0,650,PLATINUM
8581,1,529,PLATINUM
8582,1,585,GOLD
8583,0,668,PLATINUM
8584,0,591,PLATINUM
8585,1,731,PLATINUM
8586,1,754,SILVER
8587,1,650,GOLD
8588,0,588,PLATINUM
8589,1,712,SILVER
8590,0,691,PLATINUM
